loss,rmse,smape,val_loss,val_rmse,val_smape,learning_rate
0.17371730506420135,0.2915457785129547,1.0211879014968872,0.05355323478579521,0.23868432641029358,0.7383443117141724,0.0010000000474974513
0.11835040152072906,0.24229957163333893,0.7654721140861511,0.05254767835140228,0.2376580834388733,0.7539956569671631,0.0010000000474974513
0.1161547377705574,0.2391161024570465,0.7554682493209839,0.048741843551397324,0.2292460799217224,0.727961003780365,0.0010000000474974513
0.10952840000391006,0.2316497415304184,0.7421084642410278,0.04794244095683098,0.22869938611984253,0.7212541699409485,0.0010000000474974513
0.10766174644231796,0.229342520236969,0.737310528755188,0.04717937484383583,0.2274700403213501,0.720822811126709,0.0010000000474974513
0.1059001237154007,0.22769103944301605,0.7312135696411133,0.047426484525203705,0.22736580669879913,0.7246825695037842,0.0010000000474974513
0.10497486591339111,0.2271704077720642,0.7324686050415039,0.04712345451116562,0.2262442260980606,0.7238370180130005,0.0010000000474974513
0.1034298837184906,0.22500357031822205,0.7272258400917053,0.046973150223493576,0.22696730494499207,0.7242183685302734,0.0010000000474974513
0.10310228914022446,0.22484859824180603,0.7285676002502441,0.04670058563351631,0.2260999083518982,0.7218759655952454,0.0010000000474974513
0.10262762010097504,0.22385388612747192,0.7248713374137878,0.04690232127904892,0.2265697419643402,0.7237372398376465,0.0010000000474974513
0.10179894417524338,0.2233002632856369,0.7247678637504578,0.04670581966638565,0.22633413970470428,0.7235672473907471,0.0010000000474974513
0.10189598798751831,0.22332115471363068,0.7253204584121704,0.0467572957277298,0.22635698318481445,0.7229083776473999,0.0010000000474974513
0.10148975998163223,0.22263723611831665,0.722234308719635,0.046773992478847504,0.22629015147686005,0.7230901718139648,0.0010000000474974513
0.10064633935689926,0.22191022336483002,0.7220808863639832,0.04677141085267067,0.22632315754890442,0.7231829166412354,0.0010000000474974513
0.10053553432226181,0.22185419499874115,0.7224918603897095,0.046718791127204895,0.22658821940422058,0.7238526344299316,0.0005000000237487257
0.09976697713136673,0.220941424369812,0.7208610773086548,0.04668321833014488,0.22638684511184692,0.7232054471969604,0.0005000000237487257
0.09987251460552216,0.2208525687456131,0.7212021946907043,0.04673522338271141,0.22647300362586975,0.7233556509017944,0.0005000000237487257
0.09993986785411835,0.22105500102043152,0.7217986583709717,0.04668695852160454,0.2263958752155304,0.7233933210372925,0.0005000000237487257
0.09933844953775406,0.22024619579315186,0.7186529636383057,0.046893585473299026,0.22684824466705322,0.7243531942367554,0.0005000000237487257
0.09903036057949066,0.21975180506706238,0.7177578210830688,0.04679781198501587,0.22667521238327026,0.7242383360862732,0.0002500000118743628
0.09965433925390244,0.22072051465511322,0.7202325463294983,0.046746499836444855,0.22648616135120392,0.7236578464508057,0.0002500000118743628
0.09911925345659256,0.22029553353786469,0.7178017497062683,0.04687584191560745,0.22669440507888794,0.7237587571144104,0.0002500000118743628
0.09953277558088303,0.22040459513664246,0.7192782759666443,0.046856023371219635,0.22683602571487427,0.7243047952651978,0.0002500000118743628
0.09950871020555496,0.2204776108264923,0.7190244793891907,0.04681972786784172,0.22687846422195435,0.7245389223098755,0.0002500000118743628
0.09889645129442215,0.2200506031513214,0.7193082571029663,0.04686154052615166,0.2268403023481369,0.7245032787322998,0.0001250000059371814
0.09897314757108688,0.219880148768425,0.7179955244064331,0.04688544198870659,0.22684258222579956,0.7244662642478943,0.0001250000059371814
