loss,rmse,smape,val_loss,val_rmse,val_smape,learning_rate
0.18738006055355072,0.30113041400909424,1.0526422262191772,0.05758709833025932,0.2524261474609375,0.7819867730140686,0.0010000000474974513
0.12408937513828278,0.2474050670862198,0.7794150710105896,0.05255954712629318,0.2411520779132843,0.748993456363678,0.0010000000474974513
0.11324695497751236,0.2361295223236084,0.7526142597198486,0.04938502609729767,0.23077230155467987,0.7239888906478882,0.0010000000474974513
0.11038129776716232,0.23296667635440826,0.749787449836731,0.04892128333449364,0.23076725006103516,0.7300510406494141,0.0010000000474974513
0.10723980516195297,0.22899720072746277,0.7390404939651489,0.04835454747080803,0.22945338487625122,0.7262412309646606,0.0010000000474974513
0.10645139962434769,0.2284785807132721,0.7362642288208008,0.04785943776369095,0.2286825180053711,0.7229008674621582,0.0010000000474974513
0.10429919511079788,0.22543293237686157,0.7297272086143494,0.04771949723362923,0.22856542468070984,0.7237560749053955,0.0010000000474974513
0.10366742312908173,0.22524578869342804,0.7277157306671143,0.04745648801326752,0.22787776589393616,0.7241854071617126,0.0010000000474974513
0.10370464622974396,0.2254125326871872,0.7295480966567993,0.04745876044034958,0.2274429351091385,0.722975492477417,0.0010000000474974513
0.10255946964025497,0.22407832741737366,0.7262982726097107,0.04742653667926788,0.2273384928703308,0.7224618792533875,0.0010000000474974513
0.1022476851940155,0.22375288605690002,0.7268725633621216,0.04714377596974373,0.22703540325164795,0.7220367193222046,0.0010000000474974513
0.10191292315721512,0.2231365144252777,0.7245609760284424,0.04728110507130623,0.2271689474582672,0.721730649471283,0.0010000000474974513
0.100760318338871,0.22211980819702148,0.7228841185569763,0.047184091061353683,0.22694583237171173,0.7221862077713013,0.0010000000474974513
0.1001569926738739,0.22126083076000214,0.7206230759620667,0.047487515956163406,0.2272975742816925,0.722785234451294,0.0010000000474974513
0.10070319473743439,0.22155533730983734,0.7232227325439453,0.047322649508714676,0.22716224193572998,0.72203528881073,0.0010000000474974513
0.09990231692790985,0.22114191949367523,0.7209638357162476,0.047225069254636765,0.22687453031539917,0.721639096736908,0.0010000000474974513
0.0998537540435791,0.2209652215242386,0.719679057598114,0.0471847839653492,0.22694119811058044,0.7215884327888489,0.0005000000237487257
0.09933065623044968,0.22044232487678528,0.7199814319610596,0.04724360629916191,0.22697016596794128,0.7217960357666016,0.0005000000237487257
0.09925688058137894,0.22022029757499695,0.7196961641311646,0.04727417975664139,0.22681480646133423,0.7217878103256226,0.0005000000237487257
0.10021291673183441,0.22132837772369385,0.7228516936302185,0.04731450229883194,0.2269313931465149,0.7218741178512573,0.0005000000237487257
0.09900104254484177,0.2199876755475998,0.7192800045013428,0.047359343618154526,0.22710558772087097,0.7222762703895569,0.0005000000237487257
